review_id,platform,reviewer_id,product_id,product_name,review_text,rating,category,timestamp,has_usable_text,clean_text,reviewer_id_pseudo,review_datetime,review_year,review_month,review_date
KONGA_6265043_001,Konga,1448028,6265043,la-roche-posay-lipikar-moisturising-balm-ap-m-6265043,thank you,5,Beauty,2025-06-19 13:36:53,True,thank you,USER_0021,2025-06-19 13:36:53,2025,6,2025-06-19
KONGA_6158830_001,Konga,2518933,6158830,cerave-moisturising-lotion-for-dry-to-very-dry-skin-236ml-with-hyaluronic-acid-and-3-essential-ceramides-6158830,"Awesome, one of the best moisturizers ",5,Beauty,2026-02-24 16:49:39,True,"awesome, one of the best moisturizers",USER_0022,2026-02-24 16:49:39,2026,2,2026-02-24
KONGA_6158830_002,Konga,2584685,6158830,cerave-moisturising-lotion-for-dry-to-very-dry-skin-236ml-with-hyaluronic-acid-and-3-essential-ceramides-6158830,Timely delivery,5,Beauty,2025-06-12 12:33:24,True,timely delivery,USER_0023,2025-06-12 12:33:24,2025,6,2025-06-12
KONGA_6158830_003,Konga,4176595,6158830,cerave-moisturising-lotion-for-dry-to-very-dry-skin-236ml-with-hyaluronic-acid-and-3-essential-ceramides-6158830,,4,Beauty,2026-06-29 20:38:48,False,,USER_0024,2026-06-29 20:38:48,2026,6,2026-06-29
KONGA_4351181_001,Konga,3034126,4351181,shirt-tucking-stay-4351181,cool.  I love it,3,Fashion,2021-12-13 08:26:20,True,cool. i love it,USER_0025,2021-12-13 08:26:20,2021,12,2021-12-13
KONGA_4351181_002,Konga,3463257,4351181,shirt-tucking-stay-4351181,Good product ,4,Fashion,2023-03-28 10:22:09,True,good product,USER_0026,2023-03-28 10:22:09,2023,3,2023-03-28
KONGA_4351181_003,Konga,3497214,4351181,shirt-tucking-stay-4351181,Its great,5,Fashion,2023-05-14 05:48:42,True,its great,USER_0027,2023-05-14 05:48:42,2023,5,2023-05-14
KONGA_3576858_001,Konga,1939208,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Is too expensive reduce it,1,Fashion,2017-09-21 15:09:07,True,is too expensive reduce it,USER_0028,2017-09-21 15:09:07,2017,9,2017-09-21
KONGA_3576858_002,Konga,35234,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,always good to have,5,Fashion,2023-03-06 11:30:37,True,always good to have,USER_0029,2023-03-06 11:30:37,2023,3,2023-03-06
KONGA_3576858_003,Konga,35234,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-08-10 10:24:22,True,ok,USER_0029,2022-08-10 10:24:22,2022,8,2022-08-10
KONGA_3576858_004,Konga,95275,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Too expensive ,3,Fashion,2017-10-13 01:06:00,True,too expensive,USER_0030,2017-10-13 01:06:00,2017,10,2017-10-13
KONGA_3576858_005,Konga,142897,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Does the job ,3,Fashion,2023-01-24 08:04:34,True,does the job,USER_0031,2023-01-24 08:04:34,2023,1,2023-01-24
KONGA_3576858_006,Konga,142897,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Does the job ,4,Fashion,2023-01-24 08:04:08,True,does the job,USER_0031,2023-01-24 08:04:08,2023,1,2023-01-24
KONGA_3576858_007,Konga,146939,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Superb,5,Fashion,2026-01-26 05:41:58,True,superb,USER_0032,2026-01-26 05:41:58,2026,1,2026-01-26
KONGA_3576858_008,Konga,154452,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,"Perfectly sized to ship my items, but I'm wondering why its been out of stock for so long, please restock and make available as soon as possible.",3,Fashion,2022-10-17 09:11:57,True,"perfectly sized to ship my items, but i'm wondering why its been out of stock for so long, please restock and make available as soon as possible.",USER_0033,2022-10-17 09:11:57,2022,10,2022-10-17
KONGA_3576858_009,Konga,154452,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Perfect for shipping my items,5,Fashion,2022-10-17 09:09:33,True,perfect for shipping my items,USER_0033,2022-10-17 09:09:33,2022,10,2022-10-17
KONGA_3576858_010,Konga,280390,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Cool,4,Fashion,2024-08-19 10:11:30,True,cool,USER_0034,2024-08-19 10:11:30,2024,8,2024-08-19
KONGA_3576858_011,Konga,313786,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,so much delay,5,Fashion,2017-10-23 10:41:11,True,so much delay,USER_0035,2017-10-23 10:41:11,2017,10,2017-10-23
KONGA_3576858_012,Konga,414970,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,in good condition,5,Fashion,2023-01-06 13:39:33,True,in good condition,USER_0036,2023-01-06 13:39:33,2023,1,2023-01-06
KONGA_3576858_013,Konga,424570,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2023-12-28 17:48:31,True,good,USER_0037,2023-12-28 17:48:31,2023,12,2023-12-28
KONGA_3576858_014,Konga,424570,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2023-12-28 17:48:01,True,good,USER_0037,2023-12-28 17:48:01,2023,12,2023-12-28
KONGA_3576858_015,Konga,518071,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,,4,Fashion,2025-08-19 23:59:36,False,,USER_0038,2025-08-19 23:59:36,2025,8,2025-08-19
KONGA_3576858_016,Konga,524244,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good quality.,4,Fashion,2023-08-18 07:39:51,True,good quality.,USER_0039,2023-08-18 07:39:51,2023,8,2023-08-18
KONGA_3576858_017,Konga,532030,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,4,Fashion,2022-10-21 08:22:58,True,good,USER_0040,2022-10-21 08:22:58,2022,10,2022-10-21
KONGA_3576858_018,Konga,532030,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,GOOD,4,Fashion,2022-11-22 12:25:12,True,good,USER_0040,2022-11-22 12:25:12,2022,11,2022-11-22
KONGA_3576858_019,Konga,532030,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good one,4,Fashion,2022-04-27 05:27:01,True,good one,USER_0040,2022-04-27 05:27:01,2022,4,2022-04-27
KONGA_3576858_020,Konga,543328,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Great,5,Fashion,2023-03-22 14:19:14,True,great,USER_0041,2023-03-22 14:19:14,2023,3,2023-03-22
KONGA_3576858_021,Konga,546481,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2022-04-28 20:52:54,True,good,USER_0042,2022-04-28 20:52:54,2022,4,2022-04-28
KONGA_3576858_022,Konga,551465,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Received promptly.,5,Fashion,2017-09-25 09:28:43,True,received promptly.,USER_0043,2017-09-25 09:28:43,2017,9,2017-09-25
KONGA_3576858_023,Konga,620454,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,4,Fashion,2022-09-06 13:41:00,True,good,USER_0044,2022-09-06 13:41:00,2022,9,2022-09-06
KONGA_3576858_024,Konga,620454,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good ,5,Fashion,2022-07-26 05:28:08,True,good,USER_0044,2022-07-26 05:28:08,2022,7,2022-07-26
KONGA_3576858_025,Konga,623311,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,3,Fashion,2022-03-22 14:28:46,True,ok,USER_0045,2022-03-22 14:28:46,2022,3,2022-03-22
KONGA_3576858_026,Konga,660894,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Nice.,4,Fashion,2022-10-03 17:24:27,True,nice.,USER_0046,2022-10-03 17:24:27,2022,10,2022-10-03
KONGA_3576858_027,Konga,674170,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,fine,4,Fashion,2022-03-10 23:05:11,True,fine,USER_0047,2022-03-10 23:05:11,2022,3,2022-03-10
KONGA_3576858_028,Konga,682635,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,nice,5,Fashion,2022-07-25 06:18:16,True,nice,USER_0048,2022-07-25 06:18:16,2022,7,2022-07-25
KONGA_3576858_029,Konga,683984,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,,3,Fashion,2017-09-14 09:08:33,False,,USER_0049,2017-09-14 09:08:33,2017,9,2017-09-14
KONGA_3576858_030,Konga,692312,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,,5,Fashion,2017-09-07 08:17:39,False,,USER_0050,2017-09-07 08:17:39,2017,9,2017-09-07
KONGA_3576858_031,Konga,700461,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,the product is okay as usual,5,Fashion,2024-08-02 19:22:26,True,the product is okay as usual,USER_0051,2024-08-02 19:22:26,2024,8,2024-08-02
KONGA_3576858_032,Konga,708692,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,NICE,5,Fashion,2022-10-08 17:41:36,True,nice,USER_0052,2022-10-08 17:41:36,2022,10,2022-10-08
KONGA_3576858_033,Konga,746444,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Great ,4,Fashion,2023-07-09 20:39:40,True,great,USER_0053,2023-07-09 20:39:40,2023,7,2023-07-09
KONGA_3576858_034,Konga,752350,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good product,5,Fashion,2023-05-19 18:56:31,True,good product,USER_0054,2023-05-19 18:56:31,2023,5,2023-05-19
KONGA_3576858_035,Konga,762938,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Excellent,4,Fashion,2022-04-19 09:50:44,True,excellent,USER_0055,2022-04-19 09:50:44,2022,4,2022-04-19
KONGA_3576858_036,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2023-05-17 19:43:45,True,ok,USER_0056,2023-05-17 19:43:45,2023,5,2023-05-17
KONGA_3576858_037,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-06-14 14:56:58,True,ok,USER_0056,2022-06-14 14:56:58,2022,6,2022-06-14
KONGA_3576858_038,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2023-01-15 08:19:11,True,ok,USER_0056,2023-01-15 08:19:11,2023,1,2023-01-15
KONGA_3576858_039,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-06-20 07:29:07,True,ok,USER_0056,2022-06-20 07:29:07,2022,6,2022-06-20
KONGA_3576858_040,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Great product,5,Fashion,2021-07-06 05:36:34,True,great product,USER_0056,2021-07-06 05:36:34,2021,7,2021-07-06
KONGA_3576858_041,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2023-01-03 23:19:25,True,ok,USER_0056,2023-01-03 23:19:25,2023,1,2023-01-03
KONGA_3576858_042,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Okay,5,Fashion,2022-06-04 16:56:03,True,okay,USER_0056,2022-06-04 16:56:03,2022,6,2022-06-04
KONGA_3576858_043,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2023-02-02 20:51:58,True,ok,USER_0056,2023-02-02 20:51:58,2023,2,2023-02-02
KONGA_3576858_044,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Okay,5,Fashion,2022-05-04 08:29:53,True,okay,USER_0056,2022-05-04 08:29:53,2022,5,2022-05-04
KONGA_3576858_045,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-09-16 16:14:48,True,ok,USER_0056,2022-09-16 16:14:48,2022,9,2022-09-16
KONGA_3576858_046,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-04-19 21:56:12,True,ok,USER_0056,2022-04-19 21:56:12,2022,4,2022-04-19
KONGA_3576858_047,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Smaller sizes needed,5,Fashion,2024-03-18 08:48:33,True,smaller sizes needed,USER_0056,2024-03-18 08:48:33,2024,3,2024-03-18
KONGA_3576858_048,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-05-11 18:11:22,True,ok,USER_0056,2022-05-11 18:11:22,2022,5,2022-05-11
KONGA_3576858_049,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-11-21 05:56:48,True,ok,USER_0056,2022-11-21 05:56:48,2022,11,2022-11-21
KONGA_3576858_050,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-09-16 16:14:33,True,ok,USER_0056,2022-09-16 16:14:33,2022,9,2022-09-16
KONGA_3576858_051,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Okay,5,Fashion,2022-10-03 06:51:13,True,okay,USER_0056,2022-10-03 06:51:13,2022,10,2022-10-03
KONGA_3576858_052,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2023-03-30 13:39:43,True,ok,USER_0056,2023-03-30 13:39:43,2023,3,2023-03-30
KONGA_3576858_053,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-06-14 14:57:12,True,ok,USER_0056,2022-06-14 14:57:12,2022,6,2022-06-14
KONGA_3576858_054,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-04-19 21:56:22,True,ok,USER_0056,2022-04-19 21:56:22,2022,4,2022-04-19
KONGA_3576858_055,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good quality,5,Fashion,2022-04-19 21:56:38,True,good quality,USER_0056,2022-04-19 21:56:38,2022,4,2022-04-19
KONGA_3576858_056,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Smaller sizes required ,5,Fashion,2024-03-18 08:48:19,True,smaller sizes required,USER_0056,2024-03-18 08:48:19,2024,3,2024-03-18
KONGA_3576858_057,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,4,Fashion,2022-06-04 16:56:18,True,ok,USER_0056,2022-06-04 16:56:18,2022,6,2022-06-04
KONGA_3576858_058,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-04-19 21:56:00,True,ok,USER_0056,2022-04-19 21:56:00,2022,4,2022-04-19
KONGA_3576858_059,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-04-19 21:53:41,True,ok,USER_0056,2022-04-19 21:53:41,2022,4,2022-04-19
KONGA_3576858_060,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-11-21 05:56:31,True,ok,USER_0056,2022-11-21 05:56:31,2022,11,2022-11-21
KONGA_3576858_061,Konga,811812,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Ok,5,Fashion,2022-04-19 21:53:23,True,ok,USER_0056,2022-04-19 21:53:23,2022,4,2022-04-19
KONGA_3576858_062,Konga,838437,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Smells well,5,Fashion,2024-10-04 22:38:59,True,smells well,USER_0057,2024-10-04 22:38:59,2024,10,2024-10-04
KONGA_3576858_063,Konga,838437,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2022-06-22 19:23:16,True,good,USER_0057,2022-06-22 19:23:16,2022,6,2022-06-22
KONGA_3576858_064,Konga,840597,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,perfect,5,Fashion,2022-10-01 15:16:31,True,perfect,USER_0058,2022-10-01 15:16:31,2022,10,2022-10-01
KONGA_3576858_065,Konga,851368,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good taste,5,Fashion,2023-02-01 09:57:19,True,good taste,USER_0059,2023-02-01 09:57:19,2023,2,2023-02-01
KONGA_3576858_066,Konga,869088,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,thanks.,4,Fashion,2022-10-03 12:15:56,True,thanks.,USER_0060,2022-10-03 12:15:56,2022,10,2022-10-03
KONGA_3576858_067,Konga,869088,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,quick delivery. thanks.,4,Fashion,2022-10-03 12:15:17,True,quick delivery. thanks.,USER_0060,2022-10-03 12:15:17,2022,10,2022-10-03
KONGA_3576858_068,Konga,869088,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good.,4,Fashion,2022-10-03 12:14:38,True,good.,USER_0060,2022-10-03 12:14:38,2022,10,2022-10-03
KONGA_3576858_069,Konga,869101,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2023-01-22 08:01:57,True,ok,USER_0061,2023-01-22 08:01:57,2023,1,2023-01-22
KONGA_3576858_070,Konga,886379,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,lovely,5,Fashion,2023-09-22 15:21:16,True,lovely,USER_0062,2023-09-22 15:21:16,2023,9,2023-09-22
KONGA_3576858_071,Konga,891058,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Okay,5,Fashion,2023-01-25 08:07:02,True,okay,USER_0063,2023-01-25 08:07:02,2023,1,2023-01-25
KONGA_3576858_072,Konga,900719,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2022-08-17 17:36:36,True,good,USER_0064,2022-08-17 17:36:36,2022,8,2022-08-17
KONGA_3576858_073,Konga,900719,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Excellent thanks ,5,Fashion,2022-08-17 17:36:00,True,excellent thanks,USER_0064,2022-08-17 17:36:00,2022,8,2022-08-17
KONGA_3576858_074,Konga,903848,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,5,Fashion,2022-10-30 13:39:17,True,good,USER_0065,2022-10-30 13:39:17,2022,10,2022-10-30
KONGA_3576858_075,Konga,904440,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,NICE ONE ,5,Fashion,2017-09-18 09:20:14,True,nice one,USER_0066,2017-09-18 09:20:14,2017,9,2017-09-18
KONGA_3576858_076,Konga,953970,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,3,Fashion,2024-07-03 17:04:08,True,ok,USER_0067,2024-07-03 17:04:08,2024,7,2024-07-03
KONGA_3576858_077,Konga,953970,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,good,4,Fashion,2023-04-21 17:55:46,True,good,USER_0067,2023-04-21 17:55:46,2023,4,2023-04-21
KONGA_3576858_078,Konga,953970,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,3,Fashion,2024-01-23 04:23:44,True,ok,USER_0067,2024-01-23 04:23:44,2024,1,2024-01-23
KONGA_3576858_079,Konga,986901,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,ok,5,Fashion,2022-08-05 19:48:33,True,ok,USER_0068,2022-08-05 19:48:33,2022,8,2022-08-05
KONGA_3576858_080,Konga,986901,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,5,Fashion,2022-05-12 21:49:46,True,good,USER_0068,2022-05-12 21:49:46,2022,5,2022-05-12
KONGA_3576858_081,Konga,986901,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,nice,5,Fashion,2022-04-08 19:08:31,True,nice,USER_0068,2022-04-08 19:08:31,2022,4,2022-04-08
KONGA_3576858_082,Konga,986901,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,nice,5,Fashion,2022-04-08 19:08:46,True,nice,USER_0068,2022-04-08 19:08:46,2022,4,2022-04-08
KONGA_3576858_083,Konga,1005233,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,as is,5,Fashion,2022-08-16 16:14:04,True,as is,USER_0069,2022-08-16 16:14:04,2022,8,2022-08-16
KONGA_3576858_084,Konga,1026908,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,EXCELLENT,5,Fashion,2024-10-07 23:05:49,True,excellent,USER_0070,2024-10-07 23:05:49,2024,10,2024-10-07
KONGA_3576858_085,Konga,1033669,3576858,konga-courier-bag-small-bundle-of-20-23cm-x-37cm-3576858,Good,4,Fashion,2023-03-18 15:12:33,True,good,USER_0071,2023-03-18 15:12:33,2023,3,2023-03-18
