review_id,product_name,price,total_ratings,avg_rating,rating,review_title,review_text,review_date,product_link,category,platform,reviewer_id,product_id
JUMIA_000027,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,perfect,Very mild and cool,2026-03-05,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00026,PRODUCT_5a010aff7ea3
JUMIA_000028,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,2,I don’t like it,No no no. This gave me rashes and darkened my face. Don’t go for it,2026-03-02,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00027,PRODUCT_5a010aff7ea3
JUMIA_000029,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,2,nice,Is nice it work on my face,2026-03-02,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00028,PRODUCT_5a010aff7ea3
JUMIA_000030,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,I like it,It cleared my dark spot,2026-02-25,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00029,PRODUCT_5a010aff7ea3
JUMIA_000031,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,nice,Good product,2026-02-24,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00030,PRODUCT_5a010aff7ea3
JUMIA_000032,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,is work,Good product all I can say,2026-02-24,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00031,PRODUCT_5a010aff7ea3
JUMIA_000033,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,1,Not working,It's ineffective and just oil,2026-02-23,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00032,PRODUCT_5a010aff7ea3
JUMIA_000034,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,2,its too watery,Don't add much water to it,2026-02-20,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00033,PRODUCT_5a010aff7ea3
JUMIA_000035,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,Very good ????,It’s very good,2026-02-11,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00034,PRODUCT_5a010aff7ea3
JUMIA_000036,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,nice product,I will reorder. It works.,2026-02-09,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00035,PRODUCT_5a010aff7ea3
JUMIA_000037,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,nice,Works perfectly,2026-02-09,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00036,PRODUCT_5a010aff7ea3
JUMIA_000038,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,3,it good,By improving the quality,2026-02-06,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00024,PRODUCT_5a010aff7ea3
JUMIA_000039,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,Effective,"It worked perfectly well, smooth my skin and brighten my skin color. Not bleaching",2026-02-03,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00037,PRODUCT_5a010aff7ea3
JUMIA_000040,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,vitamin c,it's suiting,2026-02-02,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00038,PRODUCT_5a010aff7ea3
JUMIA_000041,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,Second time purchase,"I got it as first some them last month It was nice and suits my skin, so I decided to get it again",2026-01-28,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00039,PRODUCT_5a010aff7ea3
JUMIA_000042,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,This is good,"You can buy it as well , I do like what I got",2026-01-27,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00040,PRODUCT_5a010aff7ea3
JUMIA_000043,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,100.percent,It's actually very nice,2026-01-26,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00041,PRODUCT_5a010aff7ea3
JUMIA_000044,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,Good,Very okey,2026-01-26,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00042,PRODUCT_5a010aff7ea3
JUMIA_000045,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,like it,Nice,2026-01-26,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00043,PRODUCT_5a010aff7ea3
JUMIA_000046,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,very good product,I luv ds product,2026-01-26,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00044,PRODUCT_5a010aff7ea3
JUMIA_000047,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,i love this product,It make my face glow,2026-01-23,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00045,PRODUCT_5a010aff7ea3
JUMIA_000048,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,i love it,Nice,2026-01-23,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00046,PRODUCT_5a010aff7ea3
JUMIA_000049,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,it worked well,It smoothens my face and makes it glow,2026-01-16,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00047,PRODUCT_5a010aff7ea3
JUMIA_000050,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,Roushun vitamin C serum,This product is very good.,2026-01-15,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00048,PRODUCT_5a010aff7ea3
JUMIA_000051,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,Awesome serum,My second order!! Really works please buy,2026-01-15,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00049,PRODUCT_5a010aff7ea3
JUMIA_000052,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,Great,"Nice, clear and active.",2026-01-12,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00050,PRODUCT_5a010aff7ea3
JUMIA_000053,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,moistures,It's makes my face to be bright,2026-01-12,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00051,PRODUCT_5a010aff7ea3
JUMIA_000054,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,very good,Very awesome,2026-01-12,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00052,PRODUCT_5a010aff7ea3
JUMIA_000055,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,Anti-aging serum,It works so perfectly ☺️ I love it and will definitely go for more,2026-01-08,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00053,PRODUCT_5a010aff7ea3
JUMIA_000056,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,I love it,What I ordered is what I got and it is authentic.,2026-01-06,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00054,PRODUCT_5a010aff7ea3
JUMIA_000057,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,1,Not working in my skin,I think the skin color and texture it's works for should be specialise.,2026-01-05,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00055,PRODUCT_5a010aff7ea3
JUMIA_000058,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,quality product,I like it,2026-01-05,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00056,PRODUCT_5a010aff7ea3
JUMIA_000059,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,okay but it might not be suitable 4 all skin type,It causes more pimples for me But works fine for my sister,2026-01-05,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00057,PRODUCT_5a010aff7ea3
JUMIA_000060,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,Great products,Works well,2026-01-02,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00058,PRODUCT_5a010aff7ea3
JUMIA_000061,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,Fair,It's okay for the price,2025-12-31,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00059,PRODUCT_5a010aff7ea3
JUMIA_000062,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,3,good product,Can do much better,2025-12-29,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00060,PRODUCT_5a010aff7ea3
JUMIA_000063,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,Amazing!,Very good. Will buy again,2025-12-29,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00061,PRODUCT_5a010aff7ea3
JUMIA_000064,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,❤️❤️,Nice product ????????,2025-12-29,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00062,PRODUCT_5a010aff7ea3
JUMIA_000065,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,nice,Increase the serum,2025-12-23,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00025,PRODUCT_5a010aff7ea3
JUMIA_000066,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,Cool,Love it,2025-12-23,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00063,PRODUCT_5a010aff7ea3
JUMIA_000067,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,Lovely Product,"The area of improvement I want is to get a way to add a sunscreen content to it so that you don't scare of any aftermath of being exposed to the sun after use. All in all, it's a nice product.",2025-12-23,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00064,PRODUCT_5a010aff7ea3
JUMIA_000068,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,Great Serum,Ordered this for my mum. She simply loves it. Says it always works perfectly for her face ????????????,2025-12-20,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00065,PRODUCT_5a010aff7ea3
JUMIA_000069,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,3,good,Good project,2025-12-18,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00066,PRODUCT_5a010aff7ea3
JUMIA_000070,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,I love it,Good product,2025-12-18,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00067,PRODUCT_5a010aff7ea3
JUMIA_000071,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,functional,that’s it,2025-12-16,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00068,PRODUCT_5a010aff7ea3
JUMIA_000072,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,3,I hope its ok,Just got delivered. Haven't used it. Hoping to get value for money,2025-12-15,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00069,PRODUCT_5a010aff7ea3
JUMIA_000073,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,1,Improve on the quality,It’s not working at all,2025-12-15,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00070,PRODUCT_5a010aff7ea3
JUMIA_000074,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,very okay,Nice quality,2025-12-10,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00071,PRODUCT_5a010aff7ea3
JUMIA_000075,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,3,its networking on my skin,I didn't see any changes,2025-12-05,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00072,PRODUCT_5a010aff7ea3
JUMIA_000076,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,Exactly!,I admire the progress btw the days of usage,2025-12-05,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00073,PRODUCT_5a010aff7ea3
JUMIA_000077,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,Is okay,"Not the original one, but it's good, i like it",2025-12-04,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00074,PRODUCT_5a010aff7ea3
JUMIA_000078,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,vitamin C serum,Good product,2025-12-03,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00075,PRODUCT_5a010aff7ea3
JUMIA_000079,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,its making my face to relax,Excellent product,2025-12-03,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00076,PRODUCT_5a010aff7ea3
JUMIA_000080,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,3,Product is watery,It’s too watery,2025-12-01,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00077,PRODUCT_5a010aff7ea3
JUMIA_000081,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,Nelly,"It's quite good, not harsh on the skin.",2025-11-30,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00078,PRODUCT_5a010aff7ea3
JUMIA_000082,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,1,i dont like it,It gave me acne,2025-11-28,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00079,PRODUCT_5a010aff7ea3
JUMIA_000083,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,Amazing,I love it,2025-11-28,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00080,PRODUCT_5a010aff7ea3
JUMIA_000084,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,3,Looks Good.,I haven't used it yet but looks exactly the way it is displayed. I hope it gives expected results.,2025-11-26,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00081,PRODUCT_5a010aff7ea3
JUMIA_000085,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,3,i like it,But I think it's not good on light skin,2025-11-26,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00082,PRODUCT_5a010aff7ea3
JUMIA_000086,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,Good,"This is my first time using it so I don't know how it works, so, it's been good on my face, like, it didn't react bad on my face.",2025-11-24,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00083,PRODUCT_5a010aff7ea3
JUMIA_000087,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,2,is okay,Is not okay on my face,2025-11-21,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00084,PRODUCT_5a010aff7ea3
JUMIA_000088,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,5,vitamin c serum,It's ok,2025-11-20,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00085,PRODUCT_5a010aff7ea3
JUMIA_000089,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,4,Average,Average. Not a bad product,2025-11-20,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00086,PRODUCT_5a010aff7ea3
JUMIA_000090,Roushun Vitamin C Serum [Anti-Aging Serum]---30ml,2170,4245,3.7,2,serum,Very nice,2025-11-20,https://www.jumia.com.ng/roushun-vitamin-c-serum-anti-aging-serum-30ml-237729207.html,Skincare,Jumia,USER_00087,PRODUCT_5a010aff7ea3
